metric,method,count,mean,std,min,25%,50%,75%,max,sum
has_err,cot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err,formatog_d3_p3,333.0,0.5315315315315315,0.49975572020364295,0.0,0.0,1.0,1.0,1.0,177.0
has_err,formatog_noctx_d3_p3,333.0,0.5315315315315315,0.49975572020364295,0.0,0.0,1.0,1.0,1.0,177.0
has_err,io_few_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err,io_zero_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err,tog_d3_p3,333.0,0.6696696696696697,0.4710398125541355,0.0,0.0,1.0,1.0,1.0,223.0
has_err_and_correct,cot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_and_correct,formatog_d3_p3,333.0,0.0960960960960961,0.2951665086796932,0.0,0.0,0.0,0.0,1.0,32.0
has_err_and_correct,formatog_noctx_d3_p3,333.0,0.1021021021021021,0.30323818885871684,0.0,0.0,0.0,0.0,1.0,34.0
has_err_and_correct,io_few_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_and_correct,io_zero_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_and_correct,tog_d3_p3,333.0,0.16516516516516516,0.37188835899227013,0.0,0.0,0.0,0.0,1.0,55.0
has_err_instruction,cot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_instruction,formatog_d3_p3,333.0,0.14114114114114115,0.34869103926334166,0.0,0.0,0.0,0.0,1.0,47.0
has_err_instruction,formatog_noctx_d3_p3,333.0,0.15015015015015015,0.35775611136408403,0.0,0.0,0.0,0.0,1.0,50.0
has_err_instruction,io_few_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_instruction,io_zero_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_instruction,tog_d3_p3,333.0,0.6276276276276276,0.4841643708799687,0.0,0.0,1.0,1.0,1.0,209.0
has_err_format,cot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_format,formatog_d3_p3,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_format,formatog_noctx_d3_p3,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_format,io_few_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_format,io_zero_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_format,tog_d3_p3,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_graph,cot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_graph,formatog_d3_p3,333.0,0.05405405405405406,0.22646462413591478,0.0,0.0,0.0,0.0,1.0,18.0
has_err_graph,formatog_noctx_d3_p3,333.0,0.04504504504504504,0.20771508176766548,0.0,0.0,0.0,0.0,1.0,15.0
has_err_graph,io_few_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_graph,io_zero_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_graph,tog_d3_p3,333.0,0.08408408408408409,0.27793150346697765,0.0,0.0,0.0,0.0,1.0,28.0
has_err_other,cot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_other,formatog_d3_p3,333.0,0.33633633633633636,0.4731665004409644,0.0,0.0,0.0,1.0,1.0,112.0
has_err_other,formatog_noctx_d3_p3,333.0,0.33633633633633636,0.4731665004409644,0.0,0.0,0.0,1.0,1.0,112.0
has_err_other,io_few_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_other,io_zero_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_other,tog_d3_p3,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,cot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,formatog_d3_p3,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,formatog_noctx_d3_p3,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,io_few_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,io_zero_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
has_err_agent,tog_d3_p3,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_based_answer,cot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_based_answer,formatog_d3_p3,333.0,0.46846846846846846,0.49975572020364295,0.0,0.0,0.0,1.0,1.0,156.0
is_kg_based_answer,formatog_noctx_d3_p3,333.0,0.46846846846846846,0.49975572020364295,0.0,0.0,0.0,1.0,1.0,156.0
is_kg_based_answer,io_few_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_kg_based_answer,io_zero_shot,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
